"OverallQual";"YearBuilt";"YearRemodAdd";"MasVnrArea";"Foundation";"BsmtFinType1";"BsmtFinSF1";"TotalBsmtSF";"HeatingQC";"1stFlrSF";"2ndFlrSF";"GrLivArea";"FullBath";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"WoodDeckSF";"OpenPorchSF";"SaleType";"SaleCondition";"SalePrice"
7;2002;2002;295;"PConc";"GLQ";986;1654;"Ex";1654;0;1654;2;0;"NA";3;900;0;136;"WD";"Normal";230000
5;1938;1950;0;"PConc";"Unf";0;920;"Ex";954;0;954;1;1;"Gd";1;240;0;0;"WD";"Normal";119750
4;1957;1957;0;"Slab";"NA";0;0;"Ex";845;0;845;1;0;"NA";1;290;186;0;"WD";"Normal";84000
9;2007;2008;70;"PConc";"GLQ";1022;1620;"Ex";1620;0;1620;2;1;"Ex";3;912;228;0;"WD";"Normal";315500
8;2001;2002;396;"PConc";"Unf";0;1055;"Ex";1055;1208;2263;2;1;"TA";2;905;0;45;"WD";"Normal";287000
4;1970;2008;0;"CBlock";"Unf";0;546;"TA";798;546;1344;1;1;"TA";0;0;0;0;"WD";"Normal";97000
4;1970;1970;0;"CBlock";"GLQ";509;630;"TA";630;0;630;1;0;"NA";1;286;0;0;"WD";"Normal";80000
5;1957;2000;67;"CBlock";"Rec";168;1134;"Ex";1803;0;1803;2;1;"TA";2;484;0;0;"WD";"Normal";155000
6;1966;2000;252;"CBlock";"GLQ";400;800;"Gd";800;832;1632;1;0;"NA";2;484;0;40;"WD";"Normal";173000
6;2005;2005;135;"PConc";"ALQ";900;1306;"Ex";1306;0;1306;2;1;"Gd";2;624;170;63;"WD";"Normal";196000
7;1990;1990;99;"PConc";"GLQ";1085;1475;"Ex";1532;797;2329;2;1;"Ex";2;514;192;121;"WD";"Normal";262280
8;1981;1981;0;"PConc";"ALQ";1104;2524;"TA";2524;0;2524;2;1;"Gd";2;542;474;120;"WD";"Normal";278000
3;1955;1955;0;"Slab";"NA";0;0;"Ex";1733;0;1733;2;1;"Gd";2;452;0;0;"WD";"Normal";139600
9;2005;2006;208;"PConc";"GLQ";240;1992;"Ex";1992;876;2868;3;1;"Gd";3;716;214;108;"New";"Partial";556581
5;1994;1995;0;"PConc";"GLQ";686;990;"Ex";990;0;990;1;0;"NA";2;672;0;0;"WD";"Normal";145000
5;1960;2006;75;"Slab";"NA";0;0;"TA";1771;0;1771;1;1;"TA";2;336;0;0;"WD";"Normal";115000
4;1946;2006;0;"CBlock";"NA";0;0;"Ex";930;0;930;1;0;"NA";1;308;0;0;"WD";"Abnorml";84900
7;2007;2007;0;"PConc";"Unf";0;1302;"Ex";1302;0;1302;2;0;"NA";2;436;0;22;"New";"Partial";176485
7;2007;2007;0;"PConc";"Unf";0;1316;"Ex";1316;0;1316;2;1;"Gd";2;440;0;20;"New";"Partial";200141
6;1964;1978;272;"CBlock";"Rec";442;816;"TA";1127;850;1977;1;1;"TA";2;540;0;52;"WD";"Normal";165000
5;1957;2002;145;"CBlock";"Rec";383;1216;"Ex";1526;0;1526;1;1;"Gd";1;364;116;78;"WD";"Normal";144500
8;2002;2002;210;"PConc";"GLQ";932;1065;"Ex";1091;898;1989;2;1;"Gd";2;586;199;60;"WD";"Normal";255000
6;1976;1976;160;"CBlock";"ALQ";644;1193;"TA";1523;0;1523;2;1;"TA";2;478;0;0;"COD";"Abnorml";180000
7;2005;2005;240;"PConc";"GLQ";659;1364;"Ex";1364;0;1364;2;1;"Gd";2;484;192;36;"WD";"Normal";185850
7;1994;1994;0;"PConc";"GLQ";595;973;"Ex";979;871;1850;2;1;"Gd";2;467;168;98;"WD";"Normal";248000
9;2008;2008;154;"PConc";"GLQ";936;1104;"Ex";1130;1054;2184;2;1;"Gd";3;836;0;102;"WD";"Normal";335000
6;1932;1950;480;"CBlock";"Rec";297;854;"TA";1096;895;1991;1;1;"Gd";2;432;0;0;"WD";"Normal";220000
8;2001;2001;0;"PConc";"GLQ";616;1338;"Ex";1338;0;1338;2;0;"NA";2;582;0;0;"WD";"Normal";213500
3;1935;1950;0;"CBlock";"Unf";0;894;"TA";894;0;894;1;0;"NA";3;1248;0;20;"ConLD";"Normal";81000
5;1900;1950;0;"BrkTil";"Unf";0;662;"TA";1422;915;2337;2;0;"NA";2;560;0;57;"WD";"Normal";90000
6;1925;1980;0;"BrkTil";"BLQ";397;1103;"Gd";1103;0;1103;1;1;"Gd";2;440;166;120;"WD";"Normal";110500
5;1966;1966;200;"CBlock";"BLQ";740;1154;"Ex";1154;0;1154;1;1;"Po";2;480;0;58;"WD";"Normal";154000
7;1996;1997;0;"PConc";"GLQ";1201;1306;"Ex";1306;954;2260;2;0;"NA";2;533;296;44;"WD";"Normal";328000
6;1993;1994;0;"PConc";"Unf";0;799;"Gd";799;772;1571;2;1;"TA";2;380;0;40;"WD";"Normal";178000
6;1964;1964;360;"CBlock";"GLQ";674;780;"TA";798;813;1611;1;0;"NA";2;442;328;128;"WD";"Normal";167900
6;1973;1973;0;"CBlock";"ALQ";837;942;"Gd";1291;1230;2521;2;1;"Gd";2;576;728;20;"WD";"Normal";151400
5;1949;2003;0;"CBlock";"ALQ";220;845;"TA";893;0;893;1;0;"NA";2;576;0;0;"WD";"Normal";135000
5;1956;1956;120;"CBlock";"BLQ";586;1048;"TA";1048;0;1048;1;0;"NA";1;286;0;20;"WD";"Normal";135000
6;1968;1968;0;"CBlock";"Rec";298;727;"Ex";829;727;1556;1;0;"NA";2;441;0;0;"WD";"Normal";154000
5;1948;1950;0;"CBlock";"Unf";0;810;"Fa";1002;454;1456;1;1;"TA";1;280;0;0;"WD";"Normal";91500
6;1977;1977;140;"CBlock";"BLQ";535;690;"TA";698;728;1426;1;0;"NA";2;440;252;0;"WD";"Normal";159500
7;2006;2006;0;"PConc";"Unf";0;1240;"Ex";1240;0;1240;2;0;"NA";3;826;140;93;"WD";"Normal";194000
7;1940;1984;0;"CBlock";"BLQ";410;800;"TA";960;780;1740;1;2;"Gd";1;240;0;0;"CWD";"Normal";219500
5;1936;1989;0;"CBlock";"ALQ";626;796;"Gd";1096;370;1466;2;1;"TA";2;566;436;21;"WD";"Normal";170000
5;1969;1969;0;"CBlock";"BLQ";75;1096;"Ex";1096;0;1096;1;0;"NA";1;299;240;32;"WD";"Abnorml";138800
6;2004;2004;169;"PConc";"GLQ";662;848;"Ex";848;0;848;1;1;"Gd";2;420;140;0;"WD";"Normal";155900
5;1994;1994;0;"PConc";"GLQ";495;990;"Gd";990;0;990;1;0;"NA";1;299;0;64;"WD";"Normal";126000
6;1971;2004;144;"CBlock";"ALQ";656;1258;"Ex";1258;0;1258;2;0;"NA";2;528;55;0;"COD";"Abnorml";145000
5;1963;1963;0;"CBlock";"ALQ";824;1040;"Fa";1040;0;1040;1;0;"NA";1;308;0;0;"WD";"Normal";133000
7;2002;2002;100;"PConc";"Unf";0;1459;"Ex";1459;0;1459;2;1;"Gd";2;527;192;39;"WD";"Normal";192000
6;1964;1964;425;"CBlock";"BLQ";553;1251;"TA";1251;0;1251;1;2;"Gd";1;461;0;116;"WD";"Normal";160000
6;1995;1996;0;"PConc";"ALQ";592;691;"Gd";691;807;1498;2;1;"TA";2;409;315;44;"WD";"Normal";187500
6;1992;1992;0;"PConc";"GLQ";747;936;"Ex";996;0;996;1;0;"NA";2;564;120;0;"WD";"Normal";147000
4;1973;1973;0;"CBlock";"BLQ";334;546;"TA";546;546;1092;1;0;"NA";1;286;120;96;"WD";"Normal";83500
8;2005;2006;0;"PConc";"Unf";0;1082;"Ex";1082;871;1953;2;1;"Gd";3;1043;160;50;"WD";"Normal";252000
7;2004;2004;50;"PConc";"Unf";0;970;"Ex";970;739;1709;2;0;"NA";2;380;0;40;"WD";"Normal";137500
8;2005;2005;0;"PConc";"GLQ";1039;1247;"Ex";1247;0;1247;1;1;"Gd";2;550;0;84;"WD";"Normal";197000
3;1950;1950;0;"Slab";"NA";0;0;"Fa";1040;0;1040;2;0;"NA";2;400;0;0;"WD";"Normal";92900
7;1999;2000;212;"PConc";"BLQ";510;600;"Ex";624;628;1252;2;0;"NA";2;462;0;48;"WD";"Normal";160000
6;1925;1950;0;"PConc";"Rec";423;1181;"Fa";1390;304;1694;2;1;"Gd";2;576;342;0;"WD";"Normal";136500
5;1965;1998;166;"CBlock";"GLQ";661;864;"Gd";1200;0;1200;1;0;"NA";2;884;0;64;"WD";"Normal";146000
5;1956;2000;0;"CBlock";"BLQ";248;936;"Ex";936;0;936;1;0;"NA";1;308;0;0;"WD";"Normal";129000
6;2006;2006;0;"PConc";"GLQ";24;1314;"Gd";1314;0;1314;2;1;"Gd";2;440;0;22;"WD";"Normal";176432
6;1914;2006;0;"PConc";"Unf";0;684;"TA";773;582;1355;1;0;"NA";0;0;136;0;"WD";"Normal";127000
8;1986;1986;0;"CBlock";"Unf";0;1074;"Ex";1088;0;1088;1;0;"NA";2;461;0;74;"WD";"Normal";170000
4;1936;1950;0;"BrkTil";"BLQ";672;672;"TA";757;567;1324;1;0;"NA";1;240;0;0;"WD";"Normal";128000
7;1978;1978;206;"CBlock";"ALQ";704;1271;"TA";1601;0;1601;2;1;"TA";2;478;0;0;"COD";"Abnorml";157000
2;1920;1950;0;"CBlock";"Rec";290;290;"TA";438;0;438;1;0;"NA";1;246;0;0;"WD";"Normal";60000
5;1971;1971;0;"CBlock";"BLQ";412;950;"TA";950;0;950;1;0;"NA";1;280;0;0;"WD";"Normal";119500
5;1960;2002;45;"CBlock";"Rec";588;1010;"Ex";1134;0;1134;1;0;"NA";1;254;0;16;"WD";"Family";135000
6;1959;1959;0;"CBlock";"ALQ";655;655;"Ex";1194;0;1194;1;1;"Fa";2;539;0;0;"WD";"Normal";159500
5;1970;1970;304;"CBlock";"Unf";0;630;"TA";630;672;1302;2;0;"NA";2;440;0;0;"WD";"Normal";106000
8;1994;1995;362;"PConc";"GLQ";1032;1463;"Ex";1500;1122;2622;2;2;"TA";2;712;186;32;"WD";"Normal";325000
7;1990;1991;0;"PConc";"GLQ";738;910;"Gd";1442;0;1442;2;1;"TA";2;719;0;244;"WD";"Normal";179900
7;2006;2006;0;"PConc";"Unf";0;868;"Ex";887;1134;2021;2;1;"Gd";2;422;0;100;"New";"Partial";274725
6;2000;2000;0;"PConc";"Unf";0;924;"Ex";948;742;1690;2;1;"TA";2;463;100;48;"WD";"Abnorml";181000
8;2004;2005;42;"PConc";"GLQ";1039;1836;"Ex";1836;0;1836;2;1;"Gd";3;862;125;185;"WD";"Normal";280000
6;1995;1996;0;"PConc";"GLQ";219;773;"Gd";773;885;1658;2;1;"TA";2;431;224;84;"WD";"Normal";188000
7;1976;1976;660;"CBlock";"ALQ";403;803;"TA";1098;866;1964;2;1;"Gd";2;483;0;69;"WD";"Normal";205000
5;1957;1957;0;"CBlock";"GLQ";708;816;"TA";816;0;816;1;0;"NA";1;308;0;0;"WD";"Normal";129900
5;1953;2006;0;"CBlock";"BLQ";643;1008;"Gd";1008;0;1008;1;0;"NA";1;240;0;18;"WD";"Normal";134500
5;1954;2000;0;"CBlock";"Rec";415;833;"Ex";833;0;833;1;0;"NA";1;326;0;0;"WD";"Normal";117000
8;2007;2007;328;"PConc";"GLQ";1004;1734;"Ex";1734;0;1734;2;1;"Gd";3;928;0;0;"New";"Partial";318000
8;2002;2002;0;"PConc";"GLQ";353;408;"Ex";779;640;1419;2;1;"TA";2;527;120;0;"WD";"Normal";184100
5;1967;2003;0;"CBlock";"BLQ";702;894;"Ex";894;0;894;1;0;"NA";2;450;0;0;"WD";"Normal";130000
5;1958;1987;0;"CBlock";"Unf";0;533;"TA";1021;580;1601;1;0;"NA";1;300;280;34;"WD";"Normal";140000
5;1959;1959;0;"CBlock";"LwQ";369;1040;"TA";1040;0;1040;1;0;"NA";1;286;140;0;"WD";"Normal";133700
6;1920;1950;0;"BrkTil";"Unf";0;1012;"TA";1012;0;1012;1;1;"Gd";1;308;0;22;"WD";"Normal";118400
7;2005;2006;196;"PConc";"GLQ";24;1552;"Ex";1552;0;1552;2;0;"NA";3;782;144;20;"New";"Partial";212900
4;1956;1956;0;"CBlock";"Unf";0;672;"Ex";960;0;960;1;0;"NA";1;288;64;0;"COD";"Abnorml";112000
5;1947;2008;0;"CBlock";"Unf";0;698;"Ex";698;0;698;1;0;"NA";0;0;0;200;"WD";"Normal";118000
7;1992;1992;170;"PConc";"Unf";0;384;"Gd";812;670;1482;2;1;"TA";2;392;100;25;"WD";"Normal";163900
4;1955;1955;0;"CBlock";"Unf";0;1005;"TA";1005;0;1005;1;1;"TA";2;672;0;0;"WD";"Normal";115000
7;2007;2007;130;"PConc";"Unf";0;1373;"Ex";1555;0;1555;2;1;"TA";3;660;143;20;"WD";"Normal";174000
7;2004;2004;0;"PConc";"GLQ";1300;1530;"Ex";1530;0;1530;2;1;"Gd";3;630;144;36;"WD";"Family";259000
7;2004;2005;0;"PConc";"Unf";0;847;"Ex";847;1112;1959;2;1;"Gd";2;434;100;48;"WD";"Normal";215000
5;1980;1980;180;"CBlock";"GLQ";936;936;"TA";936;0;936;1;0;"NA";2;672;49;0;"WD";"Normal";140000
4;1928;1950;0;"BrkTil";"BLQ";622;1122;"TA";1328;653;1981;2;2;"TA";2;576;431;44;"WD";"Normal";135000
5;1991;1992;0;"PConc";"BLQ";212;974;"TA";974;0;974;1;0;"NA";0;0;0;28;"Oth";"Abnorml";93500
6;1880;1950;0;"BrkTil";"Unf";0;1008;"TA";1178;1032;2210;2;0;"NA";1;205;0;48;"WD";"Normal";117500
8;1995;1995;0;"PConc";"GLQ";584;1128;"Ex";1142;878;2020;2;1;"TA";2;466;0;155;"WD";"Normal";239500
6;1997;1997;0;"PConc";"Unf";0;916;"Gd";916;684;1600;2;1;"TA";2;460;100;38;"WD";"Normal";169000
6;1926;1950;0;"BrkTil";"Unf";0;960;"TA";986;0;986;1;1;"Gd";1;180;0;128;"WD";"Normal";102000
6;1950;1950;0;"CBlock";"BLQ";280;1032;"TA";1032;220;1252;1;0;"NA";1;288;0;0;"WD";"Abnorml";119000
5;1875;1996;0;"CBlock";"Unf";0;780;"Gd";780;240;1020;1;0;"NA";0;0;0;0;"WD";"Normal";94000
6;1977;1977;0;"PConc";"ALQ";1567;1567;"TA";1567;0;1567;2;2;"TA";2;714;264;32;"WD";"Normal";196000
5;1920;1950;0;"BrkTil";"BLQ";645;915;"TA";1167;0;1167;1;1;"Gd";2;495;0;0;"WD";"Normal";144000
5;1951;1951;0;"CBlock";"ALQ";852;952;"TA";952;0;952;1;0;"NA";2;840;0;0;"COD";"Abnorml";139000
5;1976;1976;44;"CBlock";"ALQ";381;780;"Ex";1088;780;1868;2;1;"TA";2;484;448;96;"WD";"Normal";197500
8;2006;2007;340;"PConc";"GLQ";1150;1466;"Ex";1466;1362;2828;3;1;"TA";3;1052;125;144;"New";"Partial";424870
5;1959;1959;0;"CBlock";"GLQ";288;1006;"TA";1006;0;1006;1;0;"NA";0;0;0;24;"WD";"Normal";80000
4;1941;1950;0;"BrkTil";"BLQ";348;672;"Fa";672;252;924;1;0;"NA";1;280;0;0;"WD";"Normal";80000
5;1928;1950;0;"BrkTil";"Unf";0;1042;"Ex";1042;534;1576;1;1;"Gd";1;225;0;0;"WD";"Family";149000
6;1985;1985;85;"CBlock";"GLQ";1258;1298;"TA";1298;0;1298;2;1;"TA";2;403;165;26;"WD";"Normal";180000
7;1941;1950;0;"CBlock";"Rec";275;704;"Ex";860;704;1564;1;1;"Gd";1;234;0;0;"WD";"Normal";174500
7;1926;1950;0;"PConc";"Unf";0;572;"TA";572;539;1111;1;1;"Gd";1;288;0;0;"WD";"Normal";116900
7;1920;1988;0;"PConc";"ALQ";624;650;"Ex";832;650;1482;1;0;"NA";2;324;0;0;"WD";"Normal";143000
6;1950;1950;0;"CBlock";"Unf";0;932;"Ex";932;0;932;1;1;"Gd";1;306;0;0;"WD";"Normal";124000
5;1959;1959;132;"CBlock";"BLQ";176;1466;"TA";1466;0;1466;1;2;"Gd";2;528;0;140;"WD";"Normal";149900
6;1956;2004;0;"PConc";"ALQ";296;1073;"Ex";1811;0;1811;1;1;"Gd";2;470;0;0;"WD";"Abnorml";230000
6;1930;2007;0;"BrkTil";"ALQ";538;816;"Ex";816;0;816;1;0;"NA";1;432;0;0;"WD";"Normal";120500
7;1965;1988;288;"CBlock";"ALQ";454;864;"TA";902;918;1820;1;2;"Gd";2;492;60;84;"WD";"Normal";201800
5;1976;2004;0;"CBlock";"ALQ";1157;1437;"TA";1437;0;1437;2;1;"Fa";2;528;0;21;"WD";"Normal";218000
5;1965;1999;0;"PConc";"ALQ";633;1219;"Gd";1265;0;1265;2;1;"Gd";2;502;0;92;"WD";"Normal";179900
7;2007;2008;166;"PConc";"GLQ";904;1314;"Ex";1314;0;1314;2;1;"Gd";2;626;172;62;"WD";"Normal";230000
8;2007;2008;186;"PConc";"Unf";0;1580;"Ex";1580;0;1580;2;0;"NA";3;830;0;24;"ConLD";"Partial";235128
6;1974;1974;270;"CBlock";"ALQ";442;901;"TA";943;933;1876;2;1;"TA";2;540;0;69;"WD";"Normal";185000
6;1978;1978;0;"CBlock";"ALQ";311;855;"Fa";855;601;1456;2;1;"TA";2;440;26;0;"WD";"Normal";146000
6;1954;2006;72;"CBlock";"BLQ";728;1296;"Ex";1640;0;1640;1;1;"Gd";2;924;108;0;"WD";"Normal";224000
5;1968;1968;0;"CBlock";"BLQ";492;894;"Gd";894;0;894;1;1;"Po";2;450;0;0;"WD";"Normal";129000
4;1969;1969;0;"CBlock";"GLQ";1198;1198;"TA";1258;0;1258;0;0;"NA";2;400;120;0;"WD";"Alloca";108959
5;1978;1978;0;"PConc";"ALQ";680;1360;"Ex";1432;0;1432;1;1;"TA";2;588;168;180;"WD";"Normal";194000
7;2009;2009;268;"PConc";"Unf";0;1502;"Ex";1502;0;1502;2;0;"NA";2;644;0;114;"New";"Partial";233170
8;2008;2008;72;"PConc";"Unf";0;1694;"Ex";1694;0;1694;2;0;"NA";3;776;160;33;"WD";"Normal";245350
6;2000;2000;0;"PConc";"GLQ";786;959;"Ex";959;712;1671;2;1;"TA";2;472;0;38;"WD";"Normal";173000
6;1935;1986;0;"CBlock";"Rec";626;1127;"Ex";1236;872;2108;2;2;"TA";2;540;0;0;"WD";"Normal";235000
10;1995;1996;1378;"PConc";"GLQ";1387;1930;"Ex";1831;1796;3627;3;1;"TA";3;807;361;76;"WD";"Normal";625000
6;1977;1977;0;"CBlock";"ALQ";522;1096;"TA";1118;0;1118;1;1;"Po";1;358;203;0;"WD";"Normal";171000
6;1958;1958;0;"CBlock";"ALQ";662;1261;"Ex";1261;0;1261;1;1;"TA";2;433;0;0;"WD";"Normal";163000
7;2006;2007;0;"PConc";"Unf";0;625;"Ex";625;625;1250;2;0;"NA";2;625;0;54;"WD";"Normal";171900
5;1946;1994;0;"CBlock";"Rec";152;1598;"TA";1636;971;3086;3;1;"Gd";0;0;122;0;"WD";"Normal";200500
6;1932;1950;0;"BrkTil";"Rec";503;952;"TA";1170;1175;2345;2;1;"Gd";2;360;0;0;"WD";"Normal";239000
8;1992;2000;337;"PConc";"GLQ";700;1683;"Ex";2129;743;2872;2;1;"TA";2;541;0;33;"WD";"Normal";285000
5;1984;1985;0;"CBlock";"ALQ";658;876;"TA";923;0;923;1;0;"NA";1;264;362;0;"WD";"Normal";119500
6;1926;2004;0;"CBlock";"Rec";468;818;"TA";818;406;1224;1;0;"NA";1;210;0;0;"WD";"Normal";115000
5;1921;1950;0;"BrkTil";"Unf";0;731;"Ex";820;523;1343;1;1;"Gd";1;186;192;0;"WD";"Normal";154900
5;1954;1954;0;"Slab";"NA";0;0;"Gd";1124;0;1124;1;1;"Gd";0;0;0;36;"WD";"Normal";93000
7;1990;1991;0;"Wood";"LwQ";1216;1216;"Ex";1298;1216;2514;2;0;"NA";2;693;0;0;"WD";"Normal";250000
8;2008;2008;186;"PConc";"GLQ";1480;1600;"Ex";1652;0;1652;2;1;"Gd";2;482;162;53;"New";"Partial";392500
10;1996;1996;0;"PConc";"GLQ";2096;2396;"Ex";2411;2065;4476;3;2;"TA";3;813;171;78;"WD";"Abnorml";745000
5;1920;1950;0;"BrkTil";"Rec";821;1120;"Ex";1130;0;1130;1;1;"Gd";2;720;229;0;"WD";"Normal";120000
5;1963;1963;226;"CBlock";"Rec";1159;1572;"Gd";1572;0;1572;1;2;"TA";3;995;0;263;"WD";"Normal";186700
5;1924;1950;0;"BrkTil";"BLQ";392;784;"Gd";949;272;1221;1;0;"NA";1;392;0;0;"WD";"Normal";104900
3;1900;1970;0;"CBlock";"BLQ";440;978;"TA";1014;685;1699;2;0;"NA";2;420;0;74;"WD";"Abnorml";95000
8;1994;1995;0;"PConc";"GLQ";1456;1624;"Ex";1624;0;1624;2;1;"Fa";3;757;0;114;"WD";"Normal";262000
7;2002;2002;95;"PConc";"Unf";0;831;"Ex";831;829;1660;2;0;"NA";2;493;144;68;"WD";"Normal";195000
7;1999;1999;0;"PConc";"Unf";0;994;"Gd";1028;776;1804;2;1;"TA";2;442;140;60;"WD";"Normal";189000
4;1961;1975;149;"CBlock";"BLQ";1159;1249;"Ex";1622;0;1622;1;1;"TA";4;1356;439;0;"WD";"Normal";168000
8;1999;2000;456;"PConc";"Unf";0;776;"Ex";764;677;1441;2;0;"NA";2;492;206;0;"WD";"Normal";174000
5;1925;1994;0;"PConc";"Unf";0;702;"Gd";842;630;1472;1;0;"NA";1;250;0;0;"WD";"Normal";125000
6;1999;1999;425;"PConc";"GLQ";883;1224;"Ex";1224;0;1224;2;0;"NA";2;402;0;304;"WD";"Normal";165000
6;1969;1969;143;"CBlock";"ALQ";371;663;"TA";663;689;1352;1;0;"NA";1;299;379;36;"WD";"Normal";158000
6;2005;2005;0;"PConc";"Unf";0;728;"Ex";728;728;1456;2;0;"NA";2;400;100;24;"WD";"Normal";176000
7;2006;2006;0;"PConc";"Unf";0;879;"Ex";879;984;1863;2;1;"Gd";3;660;100;17;"New";"Partial";219210
7;1916;1950;0;"BrkTil";"Unf";0;815;"Ex";815;875;1690;1;1;"Gd";1;225;0;0;"ConLw";"Normal";144000
7;2001;2001;0;"PConc";"Unf";0;1212;"Ex";1212;0;1212;2;0;"NA";2;573;356;0;"WD";"Normal";178000
4;1963;1979;51;"CBlock";"Rec";547;1051;"Gd";1382;0;1382;1;1;"Po";2;459;0;82;"WD";"Normal";148000
4;1970;1970;0;"CBlock";"Unf";0;864;"Gd";864;0;864;1;0;"NA";1;280;0;0;"Oth";"Abnorml";116050
7;1998;1998;0;"PConc";"Unf";0;866;"Ex";866;913;1779;2;0;"NA";2;546;198;36;"WD";"Normal";197900
5;1925;1997;0;"BrkTil";"Unf";0;884;"Ex";884;464;1348;1;1;"Fa";1;216;0;0;"WD";"Normal";117000
7;2000;2001;171;"PConc";"Unf";0;1630;"Ex";1630;0;1630;2;1;"TA";2;451;74;234;"WD";"Normal";213000
5;1975;1975;0;"CBlock";"ALQ";788;1056;"Ex";1074;0;1074;1;0;"NA";2;495;0;88;"WD";"Normal";153500
7;1990;1991;234;"CBlock";"ALQ";485;2158;"Gd";2196;0;2196;2;1;"TA";3;701;84;70;"WD";"Normal";271900
4;1966;1966;0;"CBlock";"Rec";1056;1056;"TA";1056;0;1056;1;0;"NA";1;384;0;42;"WD";"Normal";107000
6;2003;2003;120;"PConc";"GLQ";340;1682;"Ex";1700;0;1700;2;0;"NA";2;544;192;23;"WD";"Normal";200000
5;1962;1980;0;"CBlock";"Rec";504;931;"TA";1283;0;1283;1;0;"NA";2;506;0;0;"WD";"Normal";140000
8;2006;2006;420;"PConc";"GLQ";1220;1660;"Ex";1660;0;1660;2;1;"Gd";2;500;322;50;"New";"Partial";290000
6;1992;1992;0;"PConc";"Unf";0;1055;"Ex";1055;790;1845;2;1;"TA";2;462;635;104;"WD";"Normal";189000
8;1988;2005;0;"Wood";"GLQ";427;559;"Gd";1080;672;1752;2;0;"NA";2;492;325;12;"WD";"Normal";164000
4;1941;1950;0;"CBlock";"Rec";344;672;"TA";672;0;672;1;0;"NA";1;234;0;113;"WD";"Normal";113000
4;1965;2001;0;"CBlock";"GLQ";648;648;"Ex";960;0;960;0;0;"NA";1;364;88;0;"WD";"Normal";145000
5;1962;1962;0;"CBlock";"BLQ";784;925;"TA";999;0;999;1;0;"NA";1;300;150;72;"WD";"Normal";134500
5;1966;1966;0;"CBlock";"Rec";180;894;"TA";894;0;894;1;0;"NA";1;384;0;0;"WD";"Normal";125000
6;1978;1978;0;"Slab";"NA";0;0;"TA";1318;584;1902;2;0;"NA";2;539;0;0;"WD";"Normal";112000
8;2009;2009;72;"PConc";"GLQ";936;1300;"Ex";1314;0;1314;2;0;"NA";2;552;135;112;"New";"Partial";229456
4;1947;1950;0;"Slab";"NA";0;0;"Gd";672;240;912;1;0;"NA";0;0;0;0;"WD";"Normal";80500
6;1971;1971;236;"CBlock";"Unf";0;672;"TA";672;546;1218;1;0;"NA";0;0;201;0;"WD";"Abnorml";91500
5;1964;1964;0;"CBlock";"Rec";312;912;"TA";912;0;912;1;0;"NA";1;288;0;0;"WD";"Abnorml";115000
5;1968;1968;0;"CBlock";"BLQ";250;952;"Ex";1211;0;1211;1;1;"TA";1;322;0;63;"WD";"Normal";134000
6;1949;1950;320;"CBlock";"Rec";196;1040;"Ex";1168;678;1846;2;1;"Gd";1;315;0;0;"WD";"Normal";143000
5;1951;1951;44;"CBlock";"LwQ";756;2136;"TA";2136;0;2136;2;0;"NA";2;528;0;30;"WD";"Normal";137900
7;2004;2005;0;"PConc";"GLQ";724;788;"Ex";788;702;1490;2;1;"Gd";2;388;100;75;"WD";"Normal";184000
6;1958;1958;63;"CBlock";"GLQ";507;588;"Ex";1138;0;1138;1;0;"NA";1;264;224;0;"WD";"Normal";145000
6;2007;2007;74;"PConc";"Unf";0;894;"Ex";894;1039;1933;2;1;"Gd";3;668;100;18;"WD";"Normal";214000
5;1965;2008;300;"CBlock";"ALQ";595;912;"Ex";912;0;912;1;0;"NA";2;576;0;240;"WD";"Normal";147000
9;2008;2008;766;"PConc";"GLQ";1540;1702;"Ex";1702;0;1702;1;1;"Gd";3;1052;0;72;"New";"Partial";367294
5;1960;1960;0;"CBlock";"ALQ";666;1075;"Gd";1507;0;1507;2;0;"NA";1;404;0;0;"WD";"Normal";127000
5;1977;1977;1;"CBlock";"GLQ";498;1361;"Ex";1361;1259;2620;2;1;"TA";2;600;155;24;"WD";"Normal";190000
5;1962;1962;120;"CBlock";"ALQ";803;1106;"TA";1190;0;1190;1;0;"NA";2;540;0;18;"WD";"Normal";132500
4;1962;1962;0;"Slab";"NA";0;0;"TA";1224;0;1224;2;0;"NA";2;462;0;0;"WD";"Normal";101800
5;1959;1959;180;"CBlock";"Rec";1000;1188;"Fa";1188;0;1188;1;0;"NA";2;531;0;0;"COD";"Abnorml";142000
5;1911;1950;0;"PConc";"Unf";0;940;"TA";1024;940;1964;1;0;"NA";0;0;0;192;"WD";"Abnorml";130000
5;1914;1950;0;"BrkTil";"Unf";0;747;"Gd";892;892;1784;1;0;"NA";1;180;203;40;"WD";"Normal";138887
7;2003;2003;106;"PConc";"Unf";0;764;"Ex";764;862;1626;2;0;"NA";2;474;0;27;"WD";"Normal";175500
7;2004;2005;0;"PConc";"Unf";0;847;"Ex";847;1101;1948;2;1;"Gd";2;434;100;48;"WD";"Normal";195000
6;2005;2005;0;"PConc";"Unf";0;1141;"Ex";1141;0;1141;1;0;"NA";2;484;0;0;"WD";"Abnorml";142500
8;2006;2006;32;"PConc";"GLQ";428;1476;"Ex";1484;0;1484;2;1;"Gd";2;472;120;33;"WD";"Normal";265900
7;2003;2003;252;"PConc";"GLQ";550;884;"Ex";884;884;1768;2;0;"NA";2;543;0;63;"WD";"Normal";224900
